transaction_amt,transaction_hr,payment_mtd,product_cat,product_qty,customer_age,customer_dev,account_days
36.94,22,credit card,toys & games,5,31,mobile,135
309.72,9,bank transfer,home & garden,3,31,mobile,139
339.99,15,credit card,toys & games,5,31,mobile,23
410.46,7,credit card,electronics,3,32,desktop,111
584.5,5,bank transfer,home & garden,2,15,desktop,25
119.19,13,bank transfer,health & beauty,2,53,tablet,32
72.19,6,PayPal,clothing,1,40,mobile,257
18.69,22,credit card,toys & games,3,19,mobile,1
29.69,21,debit card,clothing,5,29,desktop,68
260,23,PayPal,home & garden,4,27,desktop,191
123.15,15,credit card,home & garden,3,17,mobile,117
22.88,12,credit card,toys & games,2,36,desktop,38
243.42,19,credit card,health & beauty,4,35,mobile,90
342.89,7,debit card,toys & games,5,35,tablet,239
18.68,1,credit card,clothing,4,11,desktop,126
181.45,19,debit card,electronics,2,45,desktop,182
21.61,21,debit card,electronics,4,49,mobile,33
161.34,16,bank transfer,health & beauty,4,35,desktop,67
64.83,3,debit card,toys & games,3,6,mobile,22
60.47,10,debit card,clothing,5,21,mobile,238
83.98,2,debit card,electronics,1,28,desktop,18
138.58,20,bank transfer,toys & games,5,49,tablet,70
91.84,2,PayPal,health & beauty,3,14,tablet,294
92.79,1,credit card,toys & games,3,47,tablet,7
15.61,10,debit card,health & beauty,1,26,desktop,89
99.07,21,debit card,clothing,3,53,tablet,250
48.11,5,PayPal,toys & games,2,32,mobile,299
134.37,1,credit card,health & beauty,5,42,mobile,260
68.14,11,bank transfer,health & beauty,5,21,desktop,285
187.42,4,debit card,health & beauty,4,43,tablet,41
354.84,19,bank transfer,home & garden,5,43,desktop,365
238.17,12,bank transfer,clothing,5,18,tablet,330
142.42,10,PayPal,toys & games,4,31,tablet,42
289.93,16,PayPal,clothing,4,36,mobile,106
158.39,20,debit card,home & garden,5,41,desktop,240
123.49,16,credit card,health & beauty,2,42,desktop,165
89.62,18,bank transfer,clothing,5,40,mobile,108
188.37,4,PayPal,clothing,3,41,desktop,155
15.17,4,bank transfer,home & garden,2,29,desktop,231
19.08,15,bank transfer,toys & games,3,29,mobile,307
191.75,15,debit card,clothing,3,33,tablet,289
27.73,1,bank transfer,health & beauty,1,28,mobile,80
41.17,19,debit card,health & beauty,2,23,tablet,98
112.36,5,bank transfer,home & garden,5,47,desktop,356
69.33,11,bank transfer,toys & games,1,36,desktop,284
208.06,4,debit card,toys & games,1,20,desktop,282
196.62,9,credit card,health & beauty,4,45,desktop,96
140.8,1,bank transfer,health & beauty,4,44,mobile,44
53.25,8,debit card,electronics,3,54,tablet,359
145.94,13,debit card,electronics,3,46,tablet,278
276.85,8,PayPal,clothing,4,49,desktop,115
91.24,3,debit card,electronics,4,31,tablet,214
81.19,8,bank transfer,electronics,2,43,desktop,208
218.22,2,PayPal,home & garden,3,23,mobile,15
302.13,13,bank transfer,clothing,5,39,desktop,143
97.62,6,bank transfer,electronics,5,15,desktop,164
42.81,17,bank transfer,toys & games,1,42,tablet,52
600.4,20,debit card,health & beauty,3,31,desktop,14
97.98,9,bank transfer,clothing,5,23,desktop,31
245.28,5,bank transfer,toys & games,4,24,mobile,329
212.21,21,debit card,home & garden,5,21,tablet,26
33.85,13,bank transfer,clothing,1,32,desktop,154
39.42,1,credit card,electronics,3,20,mobile,350
19.91,6,credit card,toys & games,4,27,mobile,214
266.16,21,bank transfer,home & garden,4,34,desktop,309
206.44,3,debit card,home & garden,3,27,desktop,99
68.65,14,debit card,clothing,1,21,mobile,202
149.11,23,bank transfer,home & garden,2,47,desktop,25
119.93,6,credit card,electronics,2,29,mobile,138
159.67,5,credit card,electronics,5,35,desktop,102
127.35,5,bank transfer,toys & games,5,17,desktop,58
106.68,16,bank transfer,electronics,4,27,mobile,20
18.66,4,credit card,health & beauty,5,41,tablet,15
218.94,8,bank transfer,home & garden,4,18,desktop,167
25.25,19,PayPal,health & beauty,2,48,mobile,84
132.65,3,credit card,home & garden,2,14,tablet,90
80.67,6,bank transfer,clothing,3,38,mobile,92
117.24,1,debit card,health & beauty,4,48,desktop,149
256.67,1,credit card,health & beauty,4,37,tablet,182
37.56,12,bank transfer,clothing,3,28,tablet,51
331.96,13,debit card,clothing,5,63,desktop,325
79.47,20,debit card,home & garden,5,38,desktop,120
10.77,15,PayPal,clothing,2,24,desktop,96
98,20,debit card,toys & games,2,39,tablet,42
58.82,23,bank transfer,toys & games,3,54,mobile,355
1136.25,5,bank transfer,toys & games,2,22,desktop,74
98.49,13,bank transfer,clothing,2,38,desktop,338
13.52,6,bank transfer,electronics,5,19,tablet,24
93.82,1,debit card,clothing,2,45,tablet,139
95.16,6,credit card,home & garden,2,26,mobile,105
143.01,0,debit card,health & beauty,5,36,mobile,136
23.12,12,credit card,electronics,4,23,tablet,217
16.2,2,credit card,home & garden,4,28,desktop,321
19.48,7,bank transfer,clothing,2,29,desktop,202
221.74,17,bank transfer,home & garden,4,42,mobile,118
34.35,1,PayPal,clothing,2,24,mobile,308
183.37,3,bank transfer,toys & games,5,42,mobile,282
419.25,13,credit card,electronics,2,43,desktop,315
38.95,10,debit card,electronics,2,34,desktop,131
22.24,6,PayPal,health & beauty,3,30,tablet,165
171.97,12,PayPal,electronics,4,36,desktop,15
289.94,16,bank transfer,toys & games,5,33,desktop,117
74.02,20,credit card,health & beauty,2,14,desktop,243
21.61,5,PayPal,toys & games,1,29,desktop,313
256.04,17,PayPal,health & beauty,5,38,desktop,341
109.89,13,debit card,home & garden,5,37,desktop,295
11.09,12,debit card,health & beauty,4,24,mobile,65
45.1,19,debit card,electronics,4,21,tablet,126
76.71,12,PayPal,health & beauty,4,25,desktop,343
393.27,16,credit card,electronics,4,14,mobile,46
124.91,16,bank transfer,toys & games,4,48,mobile,62
144.77,3,credit card,clothing,4,34,mobile,137
155.92,7,debit card,home & garden,5,19,mobile,19
189.02,8,bank transfer,clothing,3,50,desktop,50
169.24,11,bank transfer,toys & games,5,51,tablet,242
370.55,8,bank transfer,electronics,1,52,mobile,176
255.76,16,debit card,home & garden,5,27,mobile,88
40.6,21,credit card,toys & games,5,30,desktop,288
316.01,17,PayPal,health & beauty,3,23,desktop,290
68.88,8,credit card,clothing,5,40,mobile,102
67.05,0,credit card,toys & games,4,47,desktop,131
13.71,22,credit card,clothing,2,23,desktop,43
59.28,22,bank transfer,health & beauty,2,29,tablet,268
64.13,18,bank transfer,electronics,4,41,mobile,157
140.66,13,bank transfer,toys & games,2,19,tablet,216
166.45,19,PayPal,electronics,4,25,mobile,120
127.93,8,PayPal,toys & games,2,28,tablet,166
78.25,5,debit card,health & beauty,3,31,mobile,195
253.58,14,bank transfer,health & beauty,5,43,desktop,247
52.11,6,bank transfer,clothing,2,24,tablet,147
303.65,3,bank transfer,home & garden,5,40,tablet,174
114.92,15,credit card,clothing,3,30,mobile,144
46.47,3,bank transfer,home & garden,5,56,desktop,83
134.41,22,PayPal,clothing,2,32,mobile,347
37.72,10,credit card,health & beauty,4,41,mobile,134
23.64,2,bank transfer,toys & games,3,35,desktop,75
121.34,9,credit card,health & beauty,2,3,tablet,266
77.16,7,bank transfer,electronics,3,57,mobile,13
139.77,23,debit card,clothing,5,29,tablet,213
179.58,10,bank transfer,health & beauty,5,30,tablet,49
16.62,5,credit card,toys & games,2,35,desktop,217
762.95,7,bank transfer,home & garden,5,17,desktop,204
82.01,14,PayPal,toys & games,4,30,tablet,65
78.29,9,debit card,electronics,5,37,tablet,320
25.7,1,PayPal,toys & games,2,36,tablet,182
195.39,0,credit card,home & garden,4,21,desktop,6
91.89,9,credit card,health & beauty,5,31,tablet,284
52.87,13,credit card,health & beauty,3,23,mobile,300
57.09,12,debit card,health & beauty,1,34,mobile,287
67.27,16,debit card,toys & games,4,39,mobile,220
39.87,15,credit card,health & beauty,3,50,tablet,155
33.53,19,debit card,home & garden,5,26,desktop,18
138.54,2,debit card,electronics,3,54,desktop,277
110.58,21,credit card,health & beauty,3,53,tablet,241
259.65,2,credit card,health & beauty,4,46,desktop,249
55.21,8,credit card,clothing,2,31,tablet,52
123.68,18,credit card,electronics,5,29,desktop,232
134.93,11,bank transfer,health & beauty,2,30,mobile,323
254.52,8,debit card,electronics,4,39,desktop,320
276.28,1,bank transfer,health & beauty,4,35,desktop,82
124.05,7,credit card,clothing,5,35,mobile,179
97.98,15,debit card,toys & games,2,32,mobile,80
38.21,16,debit card,toys & games,1,14,desktop,7
81.2,3,debit card,clothing,2,24,desktop,282
119.72,4,debit card,clothing,2,21,mobile,307
135.83,21,credit card,health & beauty,2,47,tablet,86
139.46,4,bank transfer,electronics,2,38,tablet,322
51.98,13,credit card,electronics,5,39,mobile,110
38.2,15,debit card,toys & games,2,33,desktop,300
80.87,8,debit card,electronics,2,37,mobile,130
83.77,3,PayPal,health & beauty,2,52,desktop,98
47.51,9,PayPal,electronics,3,49,tablet,155
20.64,7,bank transfer,clothing,1,30,mobile,263
152.56,5,debit card,electronics,4,27,desktop,309
405.68,21,bank transfer,home & garden,2,22,desktop,107
148.86,23,bank transfer,clothing,4,40,desktop,206
207.95,23,PayPal,clothing,5,44,desktop,158
150.43,19,credit card,electronics,4,30,mobile,363
181.06,17,credit card,health & beauty,5,48,mobile,168
88.94,12,credit card,electronics,4,26,tablet,261
236.89,22,credit card,electronics,5,30,mobile,295
843.53,11,debit card,electronics,1,29,tablet,148
200.24,1,bank transfer,clothing,5,30,mobile,201
373.16,16,debit card,electronics,3,52,desktop,129
168.83,11,credit card,electronics,4,31,tablet,78
21.4,5,PayPal,health & beauty,4,35,desktop,72
103.53,7,credit card,health & beauty,2,33,tablet,284
422.31,15,bank transfer,toys & games,4,29,desktop,27
97.36,23,credit card,clothing,4,35,desktop,221
335.06,23,credit card,home & garden,5,36,tablet,75
98.1,20,bank transfer,clothing,3,44,tablet,258
157.16,12,debit card,toys & games,3,47,tablet,153
182.4,6,bank transfer,clothing,3,28,mobile,157
144.96,18,debit card,health & beauty,5,50,mobile,90
109.36,5,credit card,electronics,3,46,desktop,4
173.61,23,credit card,clothing,5,16,tablet,316
22.58,10,credit card,electronics,1,19,desktop,246
134.01,13,PayPal,electronics,3,30,mobile,33
19.58,10,credit card,toys & games,3,21,tablet,333
436.77,6,credit card,toys & games,5,25,mobile,339
22.91,20,bank transfer,home & garden,3,41,mobile,116
208.61,13,credit card,home & garden,3,34,desktop,56
257.93,4,PayPal,health & beauty,5,44,desktop,270
20.28,5,bank transfer,clothing,3,16,tablet,154
56.42,18,bank transfer,health & beauty,5,46,mobile,17
147.11,8,debit card,toys & games,1,17,desktop,352
14.57,18,credit card,clothing,3,45,tablet,209
330.56,10,credit card,clothing,5,32,mobile,244
41.51,18,debit card,clothing,3,37,tablet,51
72.07,12,PayPal,electronics,3,35,desktop,304
102.37,12,bank transfer,toys & games,4,39,tablet,174
35.73,12,debit card,electronics,1,29,desktop,329
510.39,9,debit card,health & beauty,5,25,tablet,223
37.1,15,credit card,toys & games,5,40,desktop,333
1003.75,1,bank transfer,electronics,5,29,mobile,89
87.15,0,PayPal,toys & games,5,22,mobile,20
359.64,16,bank transfer,toys & games,1,33,tablet,348
12.27,0,debit card,health & beauty,3,22,tablet,36
201.31,3,debit card,home & garden,3,26,desktop,214
41.6,21,PayPal,toys & games,1,46,desktop,290
68.82,16,credit card,clothing,1,37,desktop,282
495.02,3,bank transfer,clothing,2,33,mobile,8
540.45,9,credit card,electronics,5,28,desktop,362
270.39,2,PayPal,clothing,5,37,desktop,254
332.43,9,bank transfer,electronics,1,34,mobile,285
113.63,4,PayPal,health & beauty,3,27,mobile,204
10.6,3,bank transfer,toys & games,5,32,mobile,62
71.18,16,credit card,electronics,4,18,desktop,239
221.4,19,bank transfer,health & beauty,5,29,mobile,234
40.17,18,PayPal,health & beauty,5,36,mobile,266
31.11,18,credit card,home & garden,1,41,desktop,325
51.46,20,PayPal,health & beauty,3,30,mobile,61
136.49,2,credit card,electronics,1,31,mobile,104
153.18,10,credit card,clothing,4,30,mobile,48
118.73,8,bank transfer,health & beauty,5,41,mobile,204
75.35,20,credit card,toys & games,5,39,desktop,109
212.36,4,credit card,health & beauty,5,50,mobile,338
192.31,3,debit card,electronics,3,25,mobile,251
14.99,19,bank transfer,clothing,4,41,desktop,309
117.43,15,bank transfer,toys & games,2,31,desktop,286
23.55,20,PayPal,toys & games,2,53,desktop,319
28.97,16,credit card,electronics,2,32,tablet,179
39.76,0,debit card,health & beauty,3,44,desktop,332
122.18,3,credit card,home & garden,5,24,tablet,44
10.47,10,debit card,toys & games,1,48,tablet,271
156.99,15,debit card,clothing,3,47,mobile,16
43.85,4,bank transfer,electronics,1,17,tablet,3
11.88,9,credit card,toys & games,5,57,mobile,45
138.23,17,bank transfer,toys & games,3,23,tablet,175
251.87,18,PayPal,electronics,4,50,tablet,164
22.14,17,bank transfer,health & beauty,2,26,tablet,286
148,13,PayPal,electronics,3,40,mobile,47
104.41,17,debit card,clothing,3,44,tablet,362
47.67,21,credit card,clothing,1,44,desktop,272
154.87,20,credit card,clothing,3,29,desktop,307
50.1,7,debit card,clothing,5,59,desktop,303
50.03,16,bank transfer,electronics,3,42,tablet,52
234.13,2,debit card,health & beauty,5,22,mobile,67
60.34,13,credit card,health & beauty,1,31,mobile,79
14.22,22,bank transfer,clothing,4,35,desktop,213
52.52,12,credit card,clothing,3,44,mobile,261
376.96,20,bank transfer,home & garden,4,33,mobile,151
27.1,15,bank transfer,electronics,1,33,mobile,109
90.06,1,debit card,toys & games,2,48,mobile,202
178,16,credit card,electronics,1,18,desktop,250
124.55,16,credit card,clothing,1,18,desktop,46
139.95,21,debit card,electronics,2,46,mobile,70
55.56,16,bank transfer,health & beauty,5,36,mobile,140
335.32,4,bank transfer,clothing,1,24,desktop,95
34.96,17,PayPal,clothing,1,31,tablet,331
42.8,19,PayPal,electronics,1,49,desktop,258
168.67,10,credit card,clothing,4,31,mobile,65
539.35,5,credit card,toys & games,3,30,mobile,14
99.45,14,debit card,electronics,2,20,mobile,237
154.74,11,credit card,home & garden,3,44,mobile,159
57.63,1,credit card,home & garden,5,15,desktop,18
234.08,9,credit card,clothing,5,28,mobile,334
1333.44,16,debit card,electronics,2,40,desktop,108
32.36,6,bank transfer,toys & games,2,41,desktop,318
25.03,13,bank transfer,health & beauty,3,19,desktop,321
53.48,22,bank transfer,electronics,3,27,mobile,316
60.63,19,debit card,electronics,4,23,desktop,35
137.72,0,debit card,electronics,5,47,desktop,142
43.11,14,credit card,toys & games,5,31,desktop,12
226.43,11,bank transfer,health & beauty,2,29,mobile,186
142.84,2,bank transfer,clothing,5,29,desktop,181
181.93,0,credit card,health & beauty,2,34,desktop,114
10.88,1,PayPal,health & beauty,2,22,mobile,275
16.23,22,debit card,electronics,4,22,mobile,11
60.21,4,PayPal,health & beauty,4,36,mobile,140
28.07,21,bank transfer,health & beauty,5,31,desktop,18
423.16,2,bank transfer,electronics,4,28,tablet,148
135.94,10,debit card,toys & games,5,32,tablet,310
119.85,1,debit card,electronics,4,37,tablet,191
82.2,15,bank transfer,home & garden,4,27,desktop,175
93.18,19,credit card,health & beauty,5,45,mobile,150
141.45,13,PayPal,health & beauty,4,40,desktop,311
84.45,14,PayPal,health & beauty,5,34,tablet,329
21.43,14,bank transfer,toys & games,5,33,tablet,334
377.35,13,bank transfer,electronics,4,19,tablet,322
225.92,15,PayPal,clothing,5,38,tablet,320
115.61,5,bank transfer,electronics,3,47,tablet,137
112.11,16,bank transfer,electronics,2,43,desktop,224
261.95,9,bank transfer,clothing,4,29,desktop,83
194.21,7,PayPal,electronics,3,31,tablet,148
355.64,5,debit card,electronics,2,33,tablet,289
106.88,12,bank transfer,home & garden,4,36,tablet,301
364.27,15,credit card,electronics,3,28,desktop,67
183.37,11,credit card,home & garden,3,49,mobile,294
122.55,19,bank transfer,toys & games,2,18,tablet,163
277.28,20,debit card,toys & games,4,29,tablet,285
38.06,23,bank transfer,toys & games,3,38,tablet,167
83.92,13,credit card,toys & games,4,35,desktop,144
161,13,PayPal,toys & games,3,22,mobile,127
35.15,12,PayPal,electronics,5,29,desktop,52
54.11,18,credit card,electronics,5,48,tablet,108
126.62,23,credit card,electronics,1,14,desktop,107
24.63,5,PayPal,health & beauty,4,29,mobile,58
409.61,13,debit card,home & garden,4,28,desktop,46
177.25,18,credit card,health & beauty,5,29,tablet,297
27.41,13,credit card,clothing,4,26,desktop,224
631.13,23,bank transfer,home & garden,3,25,mobile,173
436.04,13,bank transfer,clothing,1,23,mobile,30
17.01,16,debit card,toys & games,1,38,desktop,106
302.81,21,credit card,home & garden,4,33,mobile,359
24.62,11,bank transfer,toys & games,5,47,desktop,288
46.79,7,bank transfer,electronics,1,21,mobile,106
32.43,20,debit card,toys & games,2,47,tablet,87
89.63,8,debit card,health & beauty,4,24,desktop,105
14.14,9,PayPal,electronics,4,48,mobile,282
41.81,15,credit card,toys & games,4,45,tablet,326
243.37,15,debit card,clothing,4,25,tablet,133
132.84,7,debit card,health & beauty,5,32,desktop,238
10.38,10,bank transfer,electronics,2,46,desktop,33
295.66,13,bank transfer,electronics,1,19,desktop,362
364.84,20,credit card,clothing,5,26,tablet,210
10.27,6,bank transfer,clothing,5,20,tablet,3
203.05,3,bank transfer,electronics,3,44,tablet,110
260.56,17,bank transfer,toys & games,5,28,tablet,213
131.55,17,debit card,electronics,1,31,desktop,190
124.22,22,credit card,clothing,2,43,mobile,168
64.84,20,bank transfer,electronics,4,24,mobile,314
135.96,17,PayPal,health & beauty,5,30,desktop,29
122.89,16,bank transfer,toys & games,4,42,desktop,264
47.05,23,PayPal,electronics,4,30,mobile,289
223.12,5,debit card,clothing,5,43,desktop,273
49.99,23,bank transfer,health & beauty,2,52,mobile,358
68.58,20,credit card,toys & games,1,31,desktop,279
430.21,10,credit card,electronics,5,12,mobile,270
35.51,11,credit card,health & beauty,2,32,tablet,315
267.86,8,bank transfer,clothing,5,18,mobile,132
166.78,3,PayPal,health & beauty,3,28,tablet,168
27.39,14,debit card,home & garden,4,38,mobile,301
60.09,2,bank transfer,clothing,2,42,tablet,298
121.66,10,PayPal,health & beauty,2,34,tablet,22
165.76,16,bank transfer,electronics,5,38,desktop,300
136.29,2,debit card,electronics,4,41,mobile,288
356.91,23,bank transfer,clothing,4,34,desktop,348
62.67,15,credit card,home & garden,4,36,desktop,37
270.41,12,PayPal,clothing,4,31,tablet,12
36.49,11,debit card,clothing,2,32,mobile,39
116.9,13,bank transfer,health & beauty,4,44,desktop,67
178.64,12,credit card,clothing,4,26,mobile,143
114.83,8,credit card,health & beauty,3,41,desktop,327
21.86,15,debit card,health & beauty,4,30,tablet,309
21,17,PayPal,toys & games,4,54,mobile,136
126.73,15,bank transfer,clothing,5,37,tablet,277
138.37,7,credit card,toys & games,4,20,mobile,132
35.24,11,bank transfer,toys & games,1,13,mobile,136
568.23,12,debit card,health & beauty,3,34,desktop,341
85.95,19,credit card,health & beauty,4,50,desktop,132
39.23,9,debit card,health & beauty,4,31,desktop,142
56.74,13,debit card,clothing,2,31,desktop,115
170.86,2,bank transfer,toys & games,4,28,tablet,359
184.82,13,debit card,toys & games,4,45,mobile,274
133.94,21,bank transfer,toys & games,5,36,mobile,329
93.46,11,bank transfer,clothing,2,31,desktop,169
21.27,3,credit card,clothing,2,35,tablet,353
137.69,3,credit card,electronics,5,50,tablet,7
64.93,5,bank transfer,electronics,1,10,desktop,58
198.98,15,credit card,home & garden,5,27,mobile,77
108.82,14,credit card,electronics,1,27,mobile,65
443.02,15,credit card,home & garden,1,26,desktop,76
100.02,15,credit card,electronics,4,9,tablet,12
31.08,10,credit card,toys & games,1,27,mobile,252
127.39,0,debit card,home & garden,5,29,desktop,38
176.39,16,PayPal,toys & games,5,20,tablet,248
587.19,20,bank transfer,electronics,5,47,desktop,254
516.37,21,bank transfer,toys & games,5,21,tablet,258
37.61,7,bank transfer,electronics,1,25,desktop,324
161.82,19,credit card,toys & games,3,17,mobile,55
70.5,8,credit card,health & beauty,1,47,desktop,4
18.03,20,bank transfer,electronics,3,43,mobile,39
16.23,23,PayPal,toys & games,2,27,tablet,99
53.43,2,credit card,home & garden,1,50,tablet,165
79.53,13,bank transfer,home & garden,5,59,tablet,256
661.92,17,PayPal,electronics,1,32,tablet,129
93.5,3,debit card,health & beauty,3,32,tablet,6
91.77,20,debit card,health & beauty,2,48,desktop,42
293.87,15,debit card,home & garden,5,48,mobile,265
130.61,9,debit card,toys & games,2,29,tablet,330
20.2,4,PayPal,home & garden,5,34,tablet,218
468.47,22,credit card,health & beauty,5,20,mobile,95
178.39,10,bank transfer,electronics,4,17,desktop,223
309.55,7,credit card,toys & games,3,23,tablet,152
89.57,8,credit card,electronics,4,32,mobile,357
90.3,4,debit card,electronics,4,48,mobile,4
124.72,0,PayPal,electronics,5,44,mobile,26
133.31,8,debit card,home & garden,4,40,mobile,357
95.1,16,bank transfer,toys & games,3,41,desktop,180
81.13,13,debit card,toys & games,2,30,mobile,204
10.66,1,PayPal,toys & games,3,42,desktop,319
110.12,12,credit card,health & beauty,2,49,desktop,100
150.14,1,debit card,clothing,5,50,desktop,362
32.17,14,credit card,health & beauty,5,34,mobile,279
402.97,11,credit card,electronics,2,31,desktop,206
64.43,7,PayPal,toys & games,4,28,mobile,154
122.78,14,credit card,clothing,3,30,tablet,189
91.58,8,bank transfer,health & beauty,5,33,desktop,209
174.53,20,debit card,toys & games,5,52,mobile,37
83.02,2,debit card,health & beauty,2,44,mobile,293
102.03,15,debit card,health & beauty,2,34,tablet,274
48.53,3,credit card,toys & games,5,31,desktop,18
326.35,11,debit card,home & garden,3,24,desktop,14
248.91,15,PayPal,electronics,5,28,tablet,360
13.95,15,PayPal,clothing,5,31,mobile,360
22.35,12,bank transfer,health & beauty,2,30,mobile,128
130.46,4,PayPal,clothing,4,31,desktop,59
256.52,2,debit card,toys & games,5,20,tablet,220
544.54,8,bank transfer,electronics,2,25,desktop,189
170.46,3,bank transfer,clothing,5,30,tablet,17
104.81,22,bank transfer,toys & games,5,40,mobile,177
153.97,0,credit card,toys & games,5,26,tablet,84
11.55,14,credit card,home & garden,1,31,desktop,276
73.06,9,credit card,electronics,5,30,mobile,89
19.81,6,credit card,clothing,4,41,desktop,346
397.08,8,bank transfer,clothing,1,28,mobile,311
368.44,11,bank transfer,electronics,4,30,mobile,242
154.63,20,credit card,clothing,4,36,tablet,203
156.54,7,credit card,health & beauty,5,36,desktop,338
139.84,11,PayPal,home & garden,4,47,mobile,194
110.63,10,debit card,clothing,3,31,desktop,218
28.2,8,bank transfer,health & beauty,4,33,tablet,6
74.11,3,PayPal,clothing,5,27,desktop,57
208.27,19,bank transfer,clothing,4,30,desktop,210
503.12,9,debit card,clothing,3,26,desktop,5
119.5,1,debit card,clothing,5,35,desktop,228
10.91,17,bank transfer,home & garden,2,19,tablet,351
31.38,22,debit card,home & garden,4,62,mobile,199
27.16,6,credit card,clothing,5,34,mobile,335
284.47,4,bank transfer,health & beauty,5,29,desktop,138
37.43,22,debit card,health & beauty,3,29,mobile,18
77.47,7,credit card,electronics,5,57,desktop,150
298.25,6,credit card,clothing,5,45,tablet,148
57.79,0,credit card,electronics,2,49,tablet,73
56.01,21,bank transfer,home & garden,5,36,mobile,55
123.36,6,debit card,health & beauty,2,36,mobile,329
344.49,5,bank transfer,electronics,4,31,mobile,254
838.9,5,debit card,electronics,5,42,desktop,350
24.68,9,PayPal,health & beauty,5,28,tablet,202
69.53,19,bank transfer,toys & games,3,35,desktop,364
200.52,16,credit card,home & garden,4,50,desktop,306
158.95,11,debit card,clothing,3,29,desktop,196
173.05,11,PayPal,electronics,3,39,desktop,342
11.09,10,bank transfer,toys & games,1,24,mobile,295
196.95,21,credit card,home & garden,5,37,tablet,3
109.77,20,debit card,home & garden,3,20,mobile,287
200.1,2,bank transfer,toys & games,5,49,mobile,257
37.99,14,debit card,clothing,5,22,desktop,359
20.67,23,bank transfer,health & beauty,4,48,desktop,281
655.13,18,bank transfer,electronics,5,32,mobile,230
87.11,18,credit card,electronics,5,36,desktop,346
18.96,16,debit card,toys & games,3,10,mobile,326
253.79,20,debit card,electronics,3,28,desktop,286
519.02,2,bank transfer,home & garden,4,34,desktop,321
265.32,23,bank transfer,toys & games,3,25,desktop,59
43.05,9,bank transfer,toys & games,3,12,mobile,282
142.3,8,debit card,toys & games,2,34,mobile,255
54.64,17,bank transfer,electronics,2,28,tablet,127
155.97,19,debit card,electronics,5,41,mobile,3
159.42,14,bank transfer,health & beauty,3,28,desktop,27
77.04,23,bank transfer,electronics,4,34,tablet,245
21.13,11,credit card,toys & games,4,39,tablet,47
79.04,1,debit card,toys & games,2,26,mobile,16
188.54,17,debit card,health & beauty,3,24,mobile,329
60.86,3,debit card,clothing,3,28,tablet,60
319.8,22,debit card,electronics,2,34,desktop,210
13.56,1,credit card,health & beauty,2,25,mobile,271
180.62,15,debit card,toys & games,3,47,tablet,35
113.07,7,debit card,toys & games,4,30,desktop,89
496.92,2,bank transfer,electronics,3,39,desktop,142
28.38,16,debit card,electronics,1,37,tablet,204
90.22,17,bank transfer,electronics,1,28,desktop,20
159.32,20,bank transfer,electronics,3,46,desktop,286
34.48,15,credit card,home & garden,2,34,tablet,145
48.28,12,PayPal,home & garden,5,36,mobile,225
169.67,1,bank transfer,toys & games,4,23,desktop,246
125.8,16,debit card,electronics,5,28,tablet,103
17.61,19,bank transfer,health & beauty,3,30,tablet,76
219.31,4,debit card,electronics,5,34,desktop,349
329.86,19,debit card,electronics,1,28,mobile,24
107.58,2,bank transfer,health & beauty,4,39,desktop,10
204.11,17,bank transfer,clothing,5,27,tablet,82
10.18,11,debit card,electronics,4,39,tablet,142
721.06,7,debit card,electronics,3,18,mobile,12
115.2,0,debit card,clothing,1,30,desktop,1
21.87,7,PayPal,health & beauty,3,39,tablet,232
129.37,22,credit card,toys & games,5,30,mobile,241
56.78,22,debit card,electronics,2,50,mobile,331
136.02,9,credit card,clothing,3,29,desktop,139
148.67,2,debit card,electronics,5,45,tablet,8
139.31,22,bank transfer,electronics,4,26,mobile,8
27.57,22,bank transfer,electronics,5,27,mobile,109
162.09,8,bank transfer,electronics,4,29,tablet,28
95.35,2,credit card,clothing,2,22,desktop,75
92.52,19,bank transfer,toys & games,5,43,mobile,43
30.23,13,credit card,toys & games,4,35,tablet,365
28.92,10,credit card,home & garden,2,46,mobile,241
152.94,10,credit card,clothing,3,29,tablet,100
89.44,15,bank transfer,toys & games,3,32,desktop,356
531.01,14,bank transfer,home & garden,4,30,desktop,109
133.28,21,debit card,electronics,1,32,tablet,2
29.85,16,bank transfer,clothing,3,20,desktop,137
227.73,22,debit card,health & beauty,4,29,desktop,242
259.98,21,debit card,home & garden,4,28,desktop,242
87.36,13,bank transfer,electronics,5,43,tablet,205
404.27,5,debit card,clothing,2,17,desktop,128
22.5,12,debit card,electronics,4,41,mobile,301
160.46,4,debit card,home & garden,5,40,mobile,350
248.28,20,debit card,clothing,5,30,mobile,7
27.62,1,bank transfer,electronics,1,34,desktop,291
158.79,7,credit card,electronics,4,32,desktop,306
11.92,21,bank transfer,health & beauty,1,38,desktop,229
55.8,16,PayPal,clothing,2,45,mobile,192
109.66,22,PayPal,health & beauty,4,36,tablet,197
150.89,11,credit card,health & beauty,4,26,desktop,2
270.85,21,debit card,clothing,4,32,desktop,219
92.74,0,debit card,electronics,3,37,mobile,138
21.57,16,PayPal,toys & games,3,29,tablet,314
19.74,17,PayPal,health & beauty,1,43,desktop,177
225.59,0,bank transfer,toys & games,2,32,desktop,336
82.88,19,PayPal,clothing,4,31,desktop,315
47.43,2,bank transfer,toys & games,4,31,mobile,213
200.82,6,debit card,clothing,4,26,desktop,241
83.24,2,bank transfer,clothing,3,40,mobile,268
172.62,2,credit card,toys & games,4,22,mobile,188
310.86,5,debit card,toys & games,3,33,desktop,82
